849.9059	185883.0938
850.0839	185878.8281
850.2618	185881.8906
850.4397	185871.8906
850.6176	185934.0625
850.7955	185977.5625
850.9734	185974.5625
851.1514	185998.4375
851.3293	186012.2812
851.5072	186078.3906
851.6851	186147.6094
851.8630	186149.3281
852.0410	186217.5625
852.2189	186185.2188
852.3967	186164.3906
852.5746	186152.6719
852.7526	186165.8281
852.9305	186124.3906
853.1084	186062.4375
853.2863	186046.0000
853.4642	185992.5000
853.6422	185992.5625
853.8201	185975.4688
853.9980	185976.3594
854.1759	185958.7031
854.3538	185956.1250
854.5317	185911.7031
854.7097	185907.3594
854.8876	185929.3594
855.0655	185953.4062
855.2434	185877.4688
855.4213	185931.0000
855.5992	185890.2188
855.7772	185941.4375
855.9551	185961.1094
856.1330	185996.2812
856.3109	185986.0000
856.4888	185963.2188
856.6667	185965.3906
856.8447	186010.4375
857.0226	185966.8906
857.2005	185984.9375
857.3784	186040.0625
857.5563	186052.1094
857.7343	186027.7812
857.9122	186108.7812
858.0901	186138.2812
858.2680	186120.6094
858.4459	186053.6094
858.6238	186063.3906
858.8018	186038.8906
858.9797	186087.7812
859.1576	186035.3281
859.3355	185991.2344
859.5134	186012.2812
859.6913	185997.6094
859.8693	185989.9375
860.0472	185995.6719
860.2251	185986.6094
860.4030	185942.4375
860.5809	185973.0625
860.7589	186017.8281
860.9368	186005.9375
861.1147	185887.6719
861.2926	185931.0000
861.4705	185895.6719
861.6484	185884.8281
861.8264	185884.8906
862.0043	185900.2812
862.1822	185882.6094
862.3601	185903.1719
862.5380	185943.9375
862.7159	185946.8906
862.8939	185980.7188
863.0718	186003.0000
863.2497	186026.8906
863.4276	186099.0625
863.6055	186174.2188
863.7834	186179.3906
863.9614	186184.1094
864.1393	186203.3281
864.3172	186173.7188
864.4951	186163.1719
864.6730	186148.4375
864.8510	186099.4375
865.0289	186074.3281
865.2068	186029.0000
865.3847	185998.5625
865.5626	185988.6094
865.7405	186019.5000
865.9185	185991.6406
866.0964	185989.8281
866.2743	185930.0625
866.4522	185974.4062
866.6301	185937.1719
866.8080	185974.8750
866.9860	185949.5938
867.1639	185976.6406
867.3418	185927.8750
867.5197	185927.4688
867.6976	185957.6406
867.8755	185962.4688
868.0535	185983.4062
868.2314	185979.5625
868.4093	186005.9375
868.5872	185985.1719
868.7651	185992.8906
868.9431	186011.5625
869.1210	186046.0625
869.2988	186055.1094
869.4767	186052.7188
869.6547	186116.0625
869.8326	186124.0000
870.0105	186142.8906
870.1884	186121.3281
870.3663	186079.8906
870.5443	186099.1719
870.7222	186073.2812
870.9001	186036.8281
871.0780	186044.5000
871.2559	186034.2812
871.4338	186012.3281
871.6118	186048.7812
871.7897	186026.3906
871.9676	185990.6719
872.1455	185974.0625
872.3234	185987.5625
872.5013	185982.6094
872.6793	186104.7188
872.8572	185956.2188
873.0351	185913.5625
873.2130	185965.2188
873.3909	185911.0625
873.5688	185961.5000
873.7468	185900.3906
873.9247	185876.1719
874.1026	185949.0000
874.2805	185962.6719
874.4584	185970.2812
874.6364	185991.8281
874.8143	185997.0625
874.9922	186055.4375
875.1701	186073.2188
875.3480	186133.6719
875.5259	186201.3281
875.7039	186225.3906
875.8818	186256.7188
876.0597	186225.8906
876.2376	186220.7031
876.4155	186197.5938
876.5934	186195.2969
876.7714	186153.4688
876.9493	186171.2969
877.1272	186104.4062
877.3051	186047.2344
877.4830	186025.6719
877.6609	186008.5000
877.8389	186024.2188
878.0168	185974.1094
878.1947	185993.8906
878.3726	185997.6719
878.5505	185967.5625
878.7285	185997.3906
878.9064	185954.5625
879.0843	185975.7188
879.2622	185968.3281
879.4401	185957.2188
879.6180	185974.7812
879.7960	186023.3281
879.9739	186026.2188
880.1518	186018.1719
880.3297	186047.7188
880.5076	186036.8281
880.6855	186062.5000
880.8635	186130.5625
881.0414	186111.0625
881.2193	186123.9375
881.3972	186143.3281
881.5751	186145.5000
881.7531	186209.6094
881.9310	186200.3906
882.1089	186190.3281
882.2868	186191.2188
882.4647	186132.7812
882.6426	186119.7812
882.8206	186081.2812
882.9985	186108.8281
883.1764	186091.5000
883.3543	186096.0000
883.5322	186097.2969
883.7101	186088.8750
883.8881	186077.3594
884.0660	186041.8750
884.2439	186063.5938
884.4218	186100.1719
884.5997	186191.9375
884.7776	185959.9375
884.9556	186043.3281
885.1335	186038.5000
885.3114	186000.6094
885.4893	185988.2812
885.6672	185972.8906
885.8452	186034.5625
886.0230	186005.0000
886.2009	186055.2812
886.3788	186074.3906
886.5568	186084.0625
886.7347	186121.4375
886.9126	186175.0625
887.0905	186206.0000
887.2684	186296.8906
887.4464	186333.8906
887.6243	186345.3281
887.8022	186328.2188
887.9801	186327.0000
888.1580	186326.2812
888.3359	186303.1719
888.5139	186302.3281
888.6918	186227.7188
888.8697	186203.1094
889.0476	186168.3281
889.2255	186162.3906
889.4034	186141.5000
889.5814	186113.6719
889.7593	186089.5000
889.9372	186099.0625
890.1151	186107.7188
