849.9059	185880.5781
850.0839	185892.5312
850.2618	185886.1250
850.4397	185907.7031
850.6176	185879.9375
850.7955	185947.9375
850.9734	185919.8281
851.1514	185956.6719
851.3293	185977.5000
851.5072	186061.3281
851.6851	186127.0625
851.8630	186155.7812
852.0410	186181.3906
852.2189	186204.5625
852.3967	186176.7188
852.5746	186139.2344
852.7526	186112.4688
852.9305	186106.4062
853.1084	186057.8281
853.2863	186040.2188
853.4642	185995.5000
853.6422	186013.0625
853.8201	185979.5625
853.9980	185945.7188
854.1759	185951.7812
854.3538	185926.7188
854.5317	185939.1094
854.7097	185947.1250
854.8876	185964.2969
855.0655	185907.1719
855.2434	185912.1094
855.4213	185898.5000
855.5992	185884.4375
855.7772	185909.7812
855.9551	185937.0000
856.1330	185963.9375
856.3109	185927.4375
856.4888	185960.8906
856.6667	185973.0625
856.8447	185968.6094
857.0226	186008.1250
857.2005	185980.4062
857.3784	186045.8281
857.5563	186057.8281
857.7343	186063.1719
857.9122	186074.2812
858.0901	186102.3906
858.2680	186122.0000
858.4459	186093.0625
858.6238	186076.1094
858.8018	186063.3281
858.9797	186051.2188
859.1576	186029.1719
859.3355	186043.7656
859.5134	186051.5312
859.6913	186004.8281
859.8693	185978.9375
860.0472	185988.6406
860.2251	185932.8906
860.4030	185961.7188
860.5809	185961.3906
860.7589	186043.6719
860.9368	186024.8281
861.1147	185882.1719
861.2926	185968.1094
861.4705	185929.5000
861.6484	185899.2812
861.8264	185913.2188
862.0043	185909.5000
862.1822	185932.5000
862.3601	185944.7031
862.5380	185990.0625
862.7159	185970.5312
862.8939	186006.1250
863.0718	186015.8750
863.2497	186075.5000
863.4276	186091.5625
863.6055	186142.6094
863.7834	186210.6719
863.9614	186191.2188
864.1393	186173.2188
864.3172	186187.3281
864.4951	186153.1719
864.6730	186153.3281
864.8510	186100.1719
865.0289	186068.5000
865.2068	186031.7188
865.3847	186036.0625
865.5626	185963.1094
865.7405	185971.3281
865.9185	185988.2188
866.0964	185934.0000
866.2743	185947.5625
866.4522	185922.3906
866.6301	185937.2344
866.8080	185907.8750
866.9860	185949.4688
867.1639	185905.2344
867.3418	185933.8281
867.5197	185935.2188
867.6976	185948.8281
867.8755	185961.8281
868.0535	185934.9375
868.2314	185976.6719
868.4093	186004.4375
868.5872	185955.5000
868.7651	185972.2188
868.9431	185987.4375
869.1210	186014.1719
869.2988	186010.5625
869.4767	186076.2188
869.6547	186077.2812
869.8326	186065.2188
870.0105	186116.2812
870.1884	186117.5938
870.3663	186068.4688
870.5443	186091.8750
870.7222	186079.7656
870.9001	186063.5000
871.0780	186033.4375
871.2559	186069.7812
871.4338	186048.4375
871.6118	185982.4375
871.7897	185993.8906
871.9676	185966.1094
872.1455	185946.5000
872.3234	185970.2812
872.5013	185975.2812
872.6793	186074.5000
872.8572	185919.5938
873.0351	185913.8750
873.2130	185920.5312
873.3909	185897.2969
873.5688	185848.5625
873.7468	185861.3281
873.9247	185873.9375
874.1026	185924.8906
874.2805	185915.7812
874.4584	185941.1094
874.6364	186006.2812
874.8143	185960.8281
874.9922	185995.8281
875.1701	186047.9375
875.3480	186104.9375
875.5259	186176.6094
875.7039	186191.4688
875.8818	186197.1250
876.0597	186206.2344
876.2376	186183.2344
876.4155	186139.6094
876.5934	186116.1094
876.7714	186037.0625
876.9493	186023.1719
877.1272	186001.2188
877.3051	186002.0625
877.4830	185998.8281
877.6609	185946.7812
877.8389	185939.1094
878.0168	185942.5000
878.1947	185922.8906
878.3726	185912.1094
878.5505	185897.2188
878.7285	185921.1719
878.9064	185919.4375
879.0843	185915.1719
879.2622	185880.1719
879.4401	185898.6719
879.6180	185902.8906
879.7960	185960.6094
879.9739	185933.8906
880.1518	185923.1094
880.3297	185929.7188
880.5076	185954.1719
880.6855	185945.3281
880.8635	185970.3281
881.0414	186004.2188
881.2193	186020.3281
881.3972	186054.4375
881.5751	186055.2188
881.7531	186124.6094
881.9310	186105.8281
882.1089	186081.6719
882.2868	186009.8281
882.4647	186066.6094
882.6426	186034.1719
882.8206	186046.2344
882.9985	186046.0625
883.1764	186008.8750
883.3543	185956.2969
883.5322	186006.8750
883.7101	185983.6406
883.8881	185960.8281
884.0660	185936.0000
884.2439	185944.4688
884.4218	185975.8750
884.5997	186063.5312
884.7776	185882.8750
884.9556	185914.5312
885.1335	185931.8750
885.3114	185876.8281
885.4893	185877.1719
885.6672	185876.1719
885.8452	185899.7656
886.0230	185898.7656
886.2009	185908.8750
886.3788	185909.7656
886.5568	185962.3594
886.7347	185963.5312
886.9126	186072.3594
887.0905	186093.7031
887.2684	186166.2969
887.4464	186184.9375
887.6243	186146.7188
887.8022	186224.4375
887.9801	186168.0625
888.1580	186150.5000
888.3359	186173.2188
888.5139	186123.7812
888.6918	186027.9375
888.8697	186014.0000
889.0476	185994.4375
889.2255	185996.6719
889.4034	185957.0000
889.5814	185963.5625
889.7593	185966.2188
889.9372	185899.0625
890.1151	185891.6094
890.2930	185903.1094
890.4709	185919.8906
890.6489	185908.3906
890.8268	185853.7812
891.0047	185889.0625
891.1826	185876.3281
891.3605	185916.5625
891.5385	185910.3906
891.7164	185981.0625
891.8943	185958.3906
892.0722	185974.3906
892.2501	185981.3906
892.4280	185959.6094
892.6060	185945.2188
892.7839	185984.7188
892.9618	185993.8281
893.1397	186019.7812
893.3176	186069.4375
893.4955	186048.0625
893.6735	186116.8906
893.8514	186117.7188
894.0293	186073.2812
894.2072	186068.3906
894.3851	186019.7188
894.5630	186043.0625
894.7410	186017.6094
894.9189	186020.0625
895.0968	186020.7188
895.2747	186027.3281
895.4526	186010.1719
895.6306	185972.4375
895.8085	185940.3281
895.9864	185928.8281
896.1643	185973.3281
896.3422	186058.0000
896.5201	186002.6719
896.6981	185830.8281
896.8760	185906.3906
897.0539	185908.6094
897.2318	185873.9375
897.4097	185873.2812
897.5876	185873.3281
897.7656	185859.4375
897.9435	185903.2969
898.1214	185959.1250
898.2993	185960.0000
898.4772	185985.2344
898.6552	186025.5312
898.8331	186075.3594
899.0110	186093.7656
899.1889	186138.5938
899.3668	186190.7656
899.5447	186221.7656
